file,text,word_count,mean_confidence
/content/Sample_images/sample01_02/453818504_1519043455717724_5171475668659002551_n.jpg,"300
DAYS OF
TORTURE",4,0.9579
/content/Sample_images/sample01_02/453509646_483701554279403_7048663192825556553_n.jpg,"BI
D
CO9
srael just assassinated
one of Hamas's top leaders",11,0.6632
/content/Sample_images/sample01_02/453578960_820922536845165_6669401156755694595_n.jpg,"CAIR
RECEIVED
,951
TOTAL
COMPLAINTS
INCLUDING
REPORTS
OF
ANTI-MUSLIM,
ANTI-PALESTINIAN
DISCRIMINA
TION
BETWEEN
JAN.
AND
JUNE
2024.
CAIR",18,0.9928
/content/Sample_images/sample01_02/453727554_1001162458423935_7198115997173237399_n.jpg,Sonya Massey,2,0.9995
/content/Sample_images/sample01_02/453516608_504356712246131_4703968582401367530_n.jpg,"Help Muhammad gather
aid for his family and
others
Story
Updates
It's Goza
US$428.00
d of $3.000.00 geal goal
Follow this campalgr",22,0.9536
/content/Sample_images/sample01_02/468357327_18250803304274903_6932441360498456614_n.jpg,"qingblaze
NM",2,0.5889
/content/Sample_images/sample01_02/453733969_508843361800798_7512680291713968673_n.jpg,"The martyrs who have given their lives
for this cause are cloaked in eternal
glory; their legacies etched deeply into
the soul'of our movement; the highest
of honors bestowed upon them for
their sacrifices; their impact forever
imprinted on our collective struggle.",42,0.985
/content/Sample_images/sample01_02/453887905_1897746240711238_3460441965745305498_n.jpg,"HNNAAS/XT
Before
After
@innerlightessences
UN detailed Agriculture as 3rd in their infrastructure damage report :
This is where Yousef's Greenhouse was. It was destroyed by occupation
forces and the area razed by heavy equipment.",34,0.9033
/content/Sample_images/sample01_02/468961159_18066174718735007_4584840934755784211_n.jpg,"PRAISE
YOUR
HOMIES
IT
MOTIVATES
IT
STRENGTHENS",7,0.9546
/content/Sample_images/sample01_02/468992422_17896562802097135_8621993982894625213_n.jpg,"Oink,Oink, piggy Piggy We will
make your lives shitty
cb
NO ONE IS
coxbau
FREE
850
TILL PALESTINE
IS
5REE
NALTHEST",21,0.7406
/content/Sample_images/sample01_02/453749322_797052615606860_7429457874201795053_n.webp,"'There
is
far
too much
unchecked
power
given to Meta
to
shape
public
narrative,
as it
hides
behind
complex
algorithms
and
""bugs"" to
explain away censorship.""
Saima Akhter
Breaking the silence: a culture of fear and censorship at
Meta (part 1)
SAIMAAKHTER.SUBSTACK.COM",42,0.9956
/content/Sample_images/sample01_02/453696148_1516488978967156_7887616866436953356_n.heic,"dAC
STOP
ARMING
ISRAEL
ARMS
EMBARGO
MON",7,0.9092
/content/Sample_images/sample01_02/451396051_1008849734320626_2895063141775235126_n.heic,"JIMMY!
GOD'S
BLACK
REVOLUTIONARY
MOUTH
EXHIBITION
Opening
and
Talk
with
Yahdon
Israel
OPENING
and
Rhymefest
FRI,
AUG
2
Schomburg Center
12
PM
Opening
for Research
1:30
PM
Program
in Black Culture
CELEBRATING
100 YEARS OF
The New York Public Library
JAMES BALDWIN
SchomburgCenter.Eventbrite.com",43,0.9977
/content/Sample_images/sample01_02/453589534_1192402268767822_4863192453760713621_n.jpg,"J
TikTok
@ melishcs
Estoy",5,0.9368
/content/Sample_images/sample01_02/453766006_2543146259210324_6117488288329888191_n.jpg,,0,
/content/Sample_images/sample01_02/453039536_891939139622273_6537758165216907100_n.jpg,"From memories of working inside the
Gaza European Hospital and reciting the
Qur an while working inside the
radiology department, during the crazy
war on Gaza.  plz help my family to
evacuate from Gaza  make donation
mybio:
tu
a
02:39",40,0.9747
/content/Sample_images/sample01_02/453660366_1132661384461348_3885331125490863836_n.heic,"FRIENDS
PROTEST
FOR
SONYA
MASSEY
TAKE
A STAND
FOR
BLACK
WOME
Black women are disproportionately
affected by police violence in the United
States. Approximately 60% of Black
women killed by police were unarmed at
the time of their death . Additionally,
Black people, who make up 13% of the
U.S. population, account for 27% of
those killed by police . These statistics
highlight the urgent need for systemic
change and justice for victims like
Sonya Massey.
August 2 6pm
1700 West Washington
Street Phoenix AZ",85,0.9903
/content/Sample_images/sample01_02/453357066_835271338319844_8674885611238348807_n.jpg,,0,
/content/Sample_images/sample01_02/453908205_1008683783987468_7733283882153578374_n.jpg,"NTHLY CASE TRENDS
JAN
JUN
2024
March
of
the
2023
-24
academic
school
year
when
the
state
legislature
ion
was
saw
the
highest
number
of
reports,
complaints
and
requests
for
assistance.
# of
Reports
140
120
100
80
60
40
20
Feb
Mar
Apr
May
Jan
Jun
CAI",48,0.9984
/content/Sample_images/sample01_02/470156028_17904451911075609_1186909095518657673_n.jpg,"J
L
51p6662
61pmp605100181
 
1i6m.
1806166000500
 
@ismail_gh2
Ismail AignoulJlclaw!",9,0.4088
/content/Sample_images/sample01_02/453416066_18444937822014536_2014203123745797454_n.jpg,,0,
/content/Sample_images/sample01_02/453649577_2755268901315817_2722608748421697697_n.jpg,@BELLADONNAOBSCURA,1,0.9765
/content/Sample_images/sample01_02/469313959_18380376388108849_5026445681566631937_n.jpg,"spent 33 years and four months in active military
service and during th
that period I spent most of my
time as a high class muscle man for Big Business,
for Wall Street and the bankers. In short, I was a
racketeer, a gangster for capitalism.""",46,0.9623
